"","speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi"
"6248","Ptilorrhoa caerulescens","bird","Passeriformes","Cinclosomatidae",8,"tmax",-0.754333395555801,-0.982934440956202,0.2
"6249","Ptyas korros","reptile","Squamata","Colubridae",6,"tmax",0.493745164747352,0.541000804596941,0.333333333333333
"6250","Ptyas mucosus","reptile","Squamata","Colubridae",5,"tmax",-0.413925656369605,-0.440339310227888,0.5
"6251","Ptychoramphus aleuticus","bird","Charadriiformes","Alcidae",9,"tmax",0.133333333333333,0.13413199329734,0.166666666666667
"6252","Ptyonoprogne fuligula","bird","Passeriformes","Hirundinidae",6,"tmax",0.277746029931766,0.285238027214359,0.333333333333333
"6253","Puffinus gravis","bird","Procellariiformes","Procellariidae",6,"tmax",-0.671085796386034,-0.81271596707299,0.333333333333333
"6254","Puffinus griseus","bird","Procellariiformes","Procellariidae",7,"tmax",-0.594691966361982,-0.684894258565774,0.25
"6255","Puma concolor","mammal","Carnivora","Felidae",45,"tmax",0.179301737359867,0.18126113829932,0.0238095238095238
"6256","Pusa hispida","mammal","Carnivora","Phocidae",22,"tmax",0.0463874622113152,0.0464207773629658,0.0526315789473684
"6257","Pycnonotus barbatus","bird","Passeriformes","Pycnonotidae",32,"tmax",0.432996476736772,0.463578725793085,0.0344827586206897
"6258","Pycnonotus importunus","bird","Passeriformes","Pycnonotidae",13,"tmax",0.0714560250177099,0.0715780162515081,0.1
"6259","Pycnonotus jocosus","bird","Passeriformes","Pycnonotidae",5,"tmax",-0.4,-0.423648930193602,0.5
"6260","Pycnonotus nigricans","bird","Passeriformes","Pycnonotidae",8,"tmax",-0.404112710472198,-0.428554660913383,0.2
"6261","Pycnonotus plumosus","bird","Passeriformes","Pycnonotidae",5,"tmax",-0.563938487696002,-0.638589636775192,0.5
"6262","Pycnonotus urostictus","bird","Passeriformes","Pycnonotidae",9,"tmax",0.0972629815539724,0.0975714397221503,0.166666666666667
"6263","Pygochelidon cyanoleuca","bird","Passeriformes","Hirundinidae",5,"tmax",0.793995178156022,1.08215038966423,0.5
"6264","Pygoderma bilabiatum","mammal","Chiroptera","Phyllostomidae",16,"tmax",-0.276977645162962,-0.284405604449858,0.0769230769230769
"6265","Pyrenestes ostrinus","bird","Passeriformes","Estrildidae",6,"tmax",0.437780613705466,0.469481911181213,0.333333333333333
"6266","Pyriglena leuconota","bird","Passeriformes","Thamnophilidae",6,"tmax",0.4234766428271,0.451920821973496,0.333333333333333
"6267","Pyriglena leucoptera","bird","Passeriformes","Thamnophilidae",6,"tmax",-0.429049280488552,-0.458730881492056,0.333333333333333
"6268","Pyrocephalus rubinus","bird","Passeriformes","Tyrannidae",33,"tmax",-0.396487189357644,-0.41947397219678,0.0333333333333333
"6269","Pyrrhomyias cinnamomeus","bird","Passeriformes","Tyrannidae",13,"tmax",0.273681396538383,0.280838978671983,0.1
"6270","Pyrrhula pyrrhula","bird","Passeriformes","Fringillidae",6,"tmax",0.362213233573893,0.379431014018158,0.333333333333333
"6271","Pyrrhura frontalis","bird","Psittaciformes","Psittacidae",10,"tmax",-0.837007451913531,-1.21109432963655,0.142857142857143
"6272","Pytilia melba","bird","Passeriformes","Estrildidae",6,"tmax",0.072504172639493,0.0726316228493875,0.333333333333333
"6273","Pytilia phoenicoptera","bird","Passeriformes","Estrildidae",5,"tmax",-0.639550186636637,-0.757412236846961,0.5
"6274","Quelea erythrops","bird","Passeriformes","Ploceidae",10,"tmax",-0.0149731677980392,-0.0149742869221324,0.142857142857143
"6275","Quelea quelea","bird","Passeriformes","Ploceidae",13,"tmax",0.637757205305906,0.754384168268973,0.1
"6276","Querula purpurata","bird","Passeriformes","Cotingidae",7,"tmax",0.640563740178557,0.75912917331334,0.25
"6277","Quiscalus lugubris","bird","Passeriformes","Icteridae",6,"tmax",-0.183722575453557,-0.185832599235492,0.333333333333333
"6278","Quiscalus major","bird","Passeriformes","Icteridae",7,"tmax",-0.0811067014579953,-0.0812852547263481,0.25
"6279","Quiscalus mexicanus","bird","Passeriformes","Icteridae",29,"tmax",-0.372105655926455,-0.390864951810366,0.0384615384615385
"6280","Quiscalus quiscula","bird","Passeriformes","Icteridae",67,"tmax",-0.482693696086339,-0.526490307124835,0.015625
"6281","Rallus limicola","bird","Gruiformes","Rallidae",42,"tmax",-0.0897977611139883,-0.0900403011964321,0.0256410256410256
"6282","Rallus longirostris","bird","Gruiformes","Rallidae",8,"tmax",0.117408612092982,0.117952602554001,0.2
"6283","Ramphastos tucanus","bird","Piciformes","Ramphastidae",7,"tmax",-0.741601397510338,-0.954028474388466,0.25
"6284","Ramphastos vitellinus","bird","Piciformes","Ramphastidae",5,"tmax",-0.6,-0.693147180559945,0.5
"6285","Ramphocaenus melanurus","bird","Passeriformes","Polioptilidae",10,"tmax",-5.60034326911859e-05,-5.60034327496678e-05,0.142857142857143
"6286","Ramphocelus carbo","bird","Passeriformes","Thraupidae",16,"tmax",0.027859350741888,0.0278665617175263,0.0769230769230769
"6287","Ramphotyphlops braminus","reptile","Squamata","Typhlopidae",9,"tmax",-0.273211456571088,-0.280331060125127,0.166666666666667
"6288","Rana aurora","amphibian","Anura","Ranidae",8,"tmax",0.483315971602868,0.527301928928198,0.2
"6289","Rana boylii","amphibian","Anura","Ranidae",21,"tmax",-0.60922696843797,-0.707691144671624,0.0555555555555556
"6290","Rana catesbeiana","amphibian","Anura","Ranidae",24,"tmax",0.254881570512488,0.260626654743361,0.0476190476190476
"6291","Rana limnocharis","amphibian","Anura","Dicroglossidae",8,"tmax",-0.412205479932306,-0.438265250169695,0.2
"6292","Rana sylvatica","amphibian","Anura","Ranidae",9,"tmax",-0.570242320738695,-0.647881858806234,0.166666666666667
"6293","Rattus argentiventer","mammal","Rodentia","Muridae",5,"tmax",0.904129214129026,1.49438938665022,0.5
"6294","Rattus everetti","mammal","Rodentia","Muridae",12,"tmax",-0.0673783540171937,-0.0674805950306269,0.111111111111111
"6295","Rattus exulans","mammal","Rodentia","Muridae",21,"tmax",0.246769378707879,0.251969768399725,0.0555555555555556
"6296","Rattus leucopus","mammal","Rodentia","Muridae",6,"tmax",0.249860968010924,0.255264516591638,0.333333333333333
"6297","Rattus niobe","mammal","Rodentia","Muridae",5,"tmax",0.90061706450598,1.47547672970317,0.5
"6298","Rattus norvegicus","mammal","Rodentia","Muridae",67,"tmax",-0.199589246357449,-0.202304722261458,0.015625
"6299","Rattus rattus","mammal","Rodentia","Muridae",114,"tmax",-0.207523894690068,-0.210582409812866,0.00900900900900901
"6300","Rattus tanezumi","mammal","Rodentia","Muridae",17,"tmax",0.38757719387347,0.408945787817314,0.0714285714285714
"6301","Rattus tiomanicus","mammal","Rodentia","Muridae",6,"tmax",-0.918142342568152,-1.5770653064288,0.333333333333333
"6302","Recurvirostra americana","bird","Charadriiformes","Recurvirostridae",21,"tmax",0.08474364947857,0.0849473898780891,0.0555555555555556
"6303","Regulus calendula","bird","Passeriformes","Regulidae",82,"tmax",-0.200471713201912,-0.20322397030553,0.0126582278481013
"6304","Regulus regulus","bird","Passeriformes","Regulidae",5,"tmax",0.822878984079095,1.16566959245596,0.5
"6305","Regulus satrapa","bird","Passeriformes","Regulidae",60,"tmax",-0.0383467185809711,-0.0383655310920262,0.0175438596491228
"6306","Reithrodontomys fulvescens","mammal","Rodentia","Cricetidae",39,"tmax",-0.0748504798704594,-0.0749907372813188,0.0277777777777778
"6307","Reithrodontomys megalotis","mammal","Rodentia","Cricetidae",261,"tmax",-0.247710774597972,-0.252972456346544,0.00387596899224806
"6308","Reithrodontomys mexicanus","mammal","Rodentia","Cricetidae",9,"tmax",0.0780488508279819,0.0782079140003439,0.166666666666667
"6309","Reithrodontomys microdon","mammal","Rodentia","Cricetidae",6,"tmax",0.87106222705691,1.33746583837195,0.333333333333333
"6310","Reithrodontomys montanus","mammal","Rodentia","Cricetidae",23,"tmax",-0.1022843589594,-0.102643317669085,0.05
"6311","Reithrodontomys reithrodontomys","mammal","Rodentia","Cricetidae",12,"tmax",0.0556243074322662,0.0556817825502704,0.111111111111111
"6312","Reithrodontomys sumichrasti","mammal","Rodentia","Cricetidae",9,"tmax",0.211060941450486,0.214281493258515,0.166666666666667
"6313","Rhabdomys pumilio","mammal","Rodentia","Muridae",9,"tmax",-0.325091317169085,-0.337329628818966,0.166666666666667
"6314","Rhabdophis himalayana","reptile","Squamata","Natricidae",7,"tmax",-0.404619362305745,-0.429160350165168,0.25
"6315","Rhabdophis subminiata","reptile","Squamata","Natricidae",13,"tmax",0.0198282794580555,0.0198308786377411,0.1
"6316","Rhacophorus maximus","amphibian","Anura","Rhacophoridae",5,"tmax",0.427033813637439,0.456263304708828,0.5
"6317","Rhacophorus rhodopus","amphibian","Anura","Rhacophoridae",5,"tmax",0.250909869329084,0.256383575010246,0.5
"6318","Rhacophorus verrucosus","amphibian","Anura","Rhacophoridae",8,"tmax",-0.0273850504375356,-0.0273918992434424,0.2
"6319","Rhagologus leucostigma","bird","Passeriformes","Corvidae",11,"tmax",-0.280985260170189,-0.288751468679163,0.125
"6320","Rhegmatorhina melanosticta","bird","Passeriformes","Thamnophilidae",5,"tmax",-0.827901824764625,-1.18142947198883,0.5
"6321","Rhinocheilus lecontei","reptile","Squamata","Colubridae",6,"tmax",-0.257142857142857,-0.26304654794839,0.333333333333333
"6322","Rhinolophus arcuatus","mammal","Chiroptera","Rhinolophidae",17,"tmax",-0.224124523859007,-0.227994577330146,0.0714285714285714
"6323","Rhinolophus philippinensis","mammal","Chiroptera","Rhinolophidae",6,"tmax",-0.676890515795701,-0.823352623883844,0.333333333333333
"6324","Rhinolophus virgo","mammal","Chiroptera","Rhinolophidae",16,"tmax",0.223106480267366,0.226922947987744,0.0769230769230769
"6325","Rhinophylla pumilio","mammal","Chiroptera","Phyllostomidae",8,"tmax",-0.0802341090983303,-0.080406946530699,0.2
"6326","Rhinopomastus cyanomelas","bird","Bucerotiformes","Phoeniculidae",11,"tmax",-0.286654718878247,-0.294917659729054,0.125
"6327","Rhipidura albicollis","bird","Passeriformes","Rhipiduridae",9,"tmax",0.436083233229773,0.467384022914299,0.166666666666667
"6328","Rhipidura albolimbata","bird","Passeriformes","Rhipiduridae",14,"tmax",-0.733779138666267,-0.936866254091132,0.0909090909090909
"6329","Rhipidura atra","bird","Passeriformes","Rhipiduridae",14,"tmax",0.077284770038601,0.0774391961640876,0.0909090909090909
"6330","Rhipidura brachyrhyncha","bird","Passeriformes","Rhipiduridae",7,"tmax",0.55226498173891,0.621634420749192,0.25
"6331","Rhipidura cyaniceps","bird","Passeriformes","Rhipiduridae",9,"tmax",0.00271720676429544,0.00271721345156349,0.166666666666667
"6332","Rhipidura fuliginosa","bird","Passeriformes","Rhipiduridae",14,"tmax",0.20217059494448,0.20499461723254,0.0909090909090909
"6333","Rhipidura leucophrys","bird","Passeriformes","Rhipiduridae",6,"tmax",-0.0481315787363369,-0.0481687984742789,0.333333333333333
"6334","Rhipidura leucothorax","bird","Passeriformes","Rhipiduridae",6,"tmax",0.45240400405793,0.48771880750865,0.333333333333333
"6335","Rhipidura rufidorsa","bird","Passeriformes","Rhipiduridae",5,"tmax",-0.367331767681472,-0.385335169868836,0.5
"6336","Rhipidura rufifrons","bird","Passeriformes","Rhipiduridae",14,"tmax",0.281338414085468,0.289134936488907,0.0909090909090909
"6337","Rhipidura rufiventris","bird","Passeriformes","Rhipiduridae",11,"tmax",0.292102741742375,0.300863617472594,0.125
"6338","Rhipidura spilodera","bird","Passeriformes","Rhipiduridae",6,"tmax",-0.503962431842656,-0.554603429630225,0.333333333333333
"6339","Rhipidura threnothorax","bird","Passeriformes","Rhipiduridae",6,"tmax",-0.699383161947092,-0.866092063861411,0.333333333333333
"6340","Rhogeessa tumida","mammal","Chiroptera","Vespertilionidae",9,"tmax",-0.82926904233606,-1.18579138256321,0.166666666666667
"6341","Rhopospina fruticeti","bird","Passeriformes","Thraupidae",12,"tmax",-0.0867391168952081,-0.08695763647988,0.111111111111111
"6342","Rhyacornis fuliginosus","bird","Passeriformes","Muscicapidae",5,"tmax",0.00364169873515712,0.00364171483398462,0.5
"6343","Rhynchocyclus brevirostris","bird","Passeriformes","Tyrannidae",5,"tmax",-0.661167824855378,-0.794885608362565,0.5
"6344","Rhynchocyclus olivaceus","bird","Passeriformes","Tyrannidae",6,"tmax",-0.360159650651326,-0.377069335466523,0.333333333333333
"6345","Rhynchonycteris naso","mammal","Chiroptera","Emballonuridae",5,"tmax",0.331539890792936,0.344557320711773,0.5
"6346","Rhynchotus rufescens","bird","Tinamiformes","Tinamidae",7,"tmax",-0.624601169684585,-0.73251431114375,0.25
"6347","Rhytipterna simplex","bird","Passeriformes","Tyrannidae",7,"tmax",0.150554048941277,0.151707286176913,0.25
"6348","Riparia riparia","bird","Passeriformes","Hirundinidae",27,"tmax",-0.0522881853325557,-0.0523359165700249,0.0416666666666667
"6349","Rissa tridactyla","bird","Charadriiformes","Laridae",7,"tmax",-0.560953329887841,-0.634223152509952,0.25
"6350","Rostrhamus sociabilis","bird","Accipitriformes","Accipitridae",7,"tmax",-0.428571428571428,-0.458145365937077,0.25
"6351","Rousettus aegyptiacus","mammal","Chiroptera","Pteropodidae",7,"tmax",0.0272018791110977,0.0272085913643618,0.25
"6352","Rousettus amplexicaudatus","mammal","Chiroptera","Pteropodidae",19,"tmax",-0.119537943053822,-0.120112246968125,0.0625
"6353","Saccopteryx bilineata","mammal","Chiroptera","Emballonuridae",14,"tmax",-0.0580955379091346,-0.0581610298376763,0.0909090909090909
"6354","Sakesphorus canadensis","bird","Passeriformes","Thamnophilidae",7,"tmax",-0.922938084026031,-1.6085001725912,0.25
"6355","Salpinctes obsoletus","bird","Passeriformes","Troglodytidae",25,"tmax",0.0124905780856246,0.0124912277170388,0.0454545454545455
"6356","Saltator atriceps","bird","Passeriformes","Thraupidae",7,"tmax",-0.54778662010292,-0.615213527240827,0.25
"6357","Saltator aurantiirostris","bird","Passeriformes","Thraupidae",15,"tmax",-0.15566110465798,-0.156936947711741,0.0833333333333333
"6358","Saltator coerulescens","bird","Passeriformes","Thraupidae",11,"tmax",-0.690998764455735,-0.849864671412246,0.125
"6359","Saltator maximus","bird","Passeriformes","Thraupidae",14,"tmax",0.0994106190487712,0.0997400488067666,0.0909090909090909
"6360","Saltator similis","bird","Passeriformes","Thraupidae",5,"tmax",-0.4,-0.423648930193602,0.5
"6361","Sasia ochracea","bird","Piciformes","Picidae",5,"tmax",0.16866294088259,0.170290134742619,0.5
"6362","Satrapa icterophrys","bird","Passeriformes","Tyrannidae",5,"tmax",0.34581370873882,0.360680968547902,0.5
"6363","Saxicola ferrea","bird","Passeriformes","Muscicapidae",6,"tmax",-0.428571428571429,-0.458145365937078,0.333333333333333
"6364","Saxicola torquatus","bird","Passeriformes","Muscicapidae",9,"tmax",0.793521222772874,1.08086924833078,0.166666666666667
"6365","Sayornis nigricans","bird","Passeriformes","Tyrannidae",14,"tmax",-0.0282611533061937,-0.0282686809069591,0.0909090909090909
"6366","Sayornis phoebe","bird","Passeriformes","Tyrannidae",27,"tmax",0.182973844941727,0.18505782337856,0.0416666666666667
"6367","Sayornis saya","bird","Passeriformes","Tyrannidae",17,"tmax",-0.140036164865505,-0.140962464128724,0.0714285714285714
"6368","Scalopus aquaticus","mammal","Soricomorpha","Talpidae",26,"tmax",-0.506715496461555,-0.558300649455795,0.0434782608695652
"6369","Scapanus latimanus","mammal","Eulipotyphla","Talpidae",29,"tmax",-0.256176023658129,-0.262011533765255,0.0384615384615385
"6370","Scapanus orarius","mammal","Eulipotyphla","Talpidae",79,"tmax",0.141912342871054,0.142876685479236,0.0131578947368421
"6371","Scapanus townsendii","mammal","Eulipotyphla","Talpidae",35,"tmax",0.176363430404095,0.178226871937552,0.03125
"6372","Sceloporus magister","reptile","Squamata","Phrynosomatidae",5,"tmax",0.9999999,8.40562139102231,0.5
"6373","Sceloporus occidentalis","reptile","Squamata","Phrynosomatidae",24,"tmax",0.0992083173399689,0.0995357320496875,0.0476190476190476
"6374","Sceloporus undulatus","reptile","Squamata","Phrynosomatidae",6,"tmax",-0.695417569968425,-0.858371293371598,0.333333333333333
"6375","Scelorchilus rubecula","bird","Passeriformes","Rhinocryptidae",5,"tmax",0.206183753997109,0.209182362961708,0.5
"6376","Scenopoeetes dentirostris","bird","Passeriformes","Ptilonorhynchidae",7,"tmax",0.0506653270256441,0.0507087461341621,0.25
"6377","Schiffornis turdina","bird","Passeriformes","Tityridae",13,"tmax",-0.342640782685302,-0.357081531985985,0.1
"6378","Schiffornis virescens","bird","Passeriformes","Tityridae",6,"tmax",0.652884808080597,0.780310359383491,0.333333333333333
"6379","Schistes geoffroyi","bird","Apodiformes","Trochilidae",6,"tmax",0.211856237427678,0.215114015289856,0.333333333333333
"6380","Schistochlamys melanopis","bird","Passeriformes","Thraupidae",6,"tmax",-0.857786617973172,-1.28490622387391,0.333333333333333
"6381","Schistocichla leucostigma","bird","Passeriformes","Thamnophilidae",6,"tmax",-0.286484177378299,-0.2947318599718,0.333333333333333
"6382","Schoeniophylax phryganophilus","bird","Passeriformes","Furnariidae",6,"tmax",0.133985550189468,0.134796073876249,0.333333333333333
"6383","Sciurus aberti","mammal","Rodentia","Sciuridae",40,"tmax",0.160384905573315,0.161781739154945,0.027027027027027
"6384","Sciurus arizonensis","mammal","Rodentia","Sciuridae",52,"tmax",0.0927936646790568,0.0930613875716622,0.0204081632653061
"6385","Sciurus carolinensis","mammal","Rodentia","Sciuridae",36,"tmax",-0.231686772495233,-0.235971185175018,0.0303030303030303
"6386","Sciurus griseus","mammal","Rodentia","Sciuridae",53,"tmax",0.182695288239637,0.184769632905237,0.02
"6387","Sciurus nayaritensis","mammal","Rodentia","Sciuridae",8,"tmax",-0.0917785388307026,-0.0920375418200904,0.2
"6388","Sciurus niger","mammal","Rodentia","Sciuridae",78,"tmax",0.260164531996798,0.266284875714866,0.0133333333333333
"6389","Sciurus vulgaris","mammal","Rodentia","Sciuridae",6,"tmax",-0.693423189169937,-0.854519492345062,0.333333333333333
