"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","sd.tavg","sd.tmax","sd.npp","sd.npp.sd","rng.tavg","rng.tmax","rng.npp","rng.npp.sd","SPID","migratory"
"Lagopus leucura","bird","Galliformes","Phasianidae",8,"npp",-0.0560062414193759,-0.0560649101165898,0.2,1.32763752984321,2.18336471766255,0.378678816628391,0.291617173593285,4.3935831785202,5.67783349752426,1.21011675894261,0.934665560722349,"SP680","resident"
"Lagopus muta","bird","Galliformes","Phasianidae",5,"npp",-0.352152315689997,-0.367898648072988,0.5,3.89749922018136,2.89279032728321,3527.4429709132,12183.8123198751,9.48463034629822,6.69428980350495,7887.89315026999,27243.8809119463,"SP681","migratory"
"Lalage maculosa","bird","Passeriformes","Campephagidae",5,"npp",-0.0668567381751248,-0.066956618786621,0.5,1.29520745926281,1.28752666979028,0.381284604347231,0.102022641808566,3.2270011901855,3.0224151611328,0.8317322731018,0.233094513416285,"SP682","resident"
"Lampornis amethystinus","bird","Apodiformes","Trochilidae",11,"npp",-0.417751698624628,-0.444965296796016,0.125,2.97720122930013,3.14256606775959,0.823954015857816,0.174148550810787,9.6475009918212,9.9749164581299,2.61399173736573,0.546795070171354,"SP683","resident"
"Lampornis viridipallens","bird","Apodiformes","Trochilidae",10,"npp",0.461384018887238,0.499068186149436,0.142857142857143,3.75428626261304,3.76800728652028,0.90096499900031,0.220293452625798,11.3490848541259,12.1170005798339,2.6605989933014,0.591981232166288,"SP684","resident"
"Lamprotornis nitens","bird","Passeriformes","Sturnidae",5,"npp",0.702329607708264,0.87188307060457,0.5,2.4401740151731,3.06419226835021,1.36382715621372,0.407339596523821,6.7559995651245,7.5215568542481,2.92176783084869,0.876479715108875,"SP685","resident"
"Laniarius atrococcineus","bird","Passeriformes","Malaconotidae",6,"npp",0.0614205225544682,0.0614979337592581,0.333333333333333,1.65101902773203,1.52501222756312,0.312388541718597,0.229904420480239,5.1299991607666,4.5845832824707,0.848562091588978,0.581867456436157,"SP686","resident"
"Laniarius ferrugineus","bird","Passeriformes","Malaconotidae",18,"npp",0.024563101730334,0.0245680435355472,0.0666666666666667,3.85197658068337,3.27701154054647,1.02252298534764,0.265645675951779,13.7481670379639,10.9549999237061,4.21563804149628,0.811946630477902,"SP687","resident"
"Laniarius funebris","bird","Passeriformes","Malaconotidae",6,"npp",-0.81575887679016,-1.14400671065219,0.333333333333333,2.84575286130938,2.31977660743137,0.19503905043175,0.0533283104373016,8.269832611084,6.3924999237061,0.41838598251342,0.137303024530411,"SP688","resident"
"Lanius collaris","bird","Passeriformes","Laniidae",10,"npp",-0.318137413819167,-0.329573408985367,0.142857142857143,3.82404737193201,3.20945700271704,1.05250656174236,0.310427246251275,13.0829753875733,10.0132427215577,2.74982640147209,1.00153261423111,"SP689","resident"
"Lanius collurio","bird","Passeriformes","Laniidae",10,"npp",0.727197485791292,0.922753640654658,0.142857142857143,6.07118336216332,6.66309393778244,0.632377814161623,0.48932367140376,21.6843333244324,20.0000820159913,2.04677033424377,1.69965496659279,"SP690","migratory"
"Lanius cristatus","bird","Passeriformes","Laniidae",11,"npp",-0.270517962331619,-0.27742259790065,0.125,11.8231605648234,10.6879103313345,1.01676574289351,0.419815749001262,30.055917263031,27.3031668663025,3.09691977500916,1.28473046422005,"SP691","migratory"
"Lanius excubitor","bird","Passeriformes","Laniidae",27,"npp",0.215519988348088,0.218953072706501,0.0416666666666667,3.17639895486298,3.24541471669843,0.623775866237798,0.618781522613239,11.4328329563141,12.1625838279725,2.18863159418106,2.29430612921715,"SP692","migratory"
"Lanius isabellinus","bird","Passeriformes","Laniidae",12,"npp",0.356799775230657,0.373214016028369,0.111111111111111,2.53646659223285,2.66970009556115,0.646821487308938,0.706960040474767,9.04575014114383,9.06125020980835,2.0090714097023,2.08371934294701,"SP693","migratory"
"Lanius ludovicianus","bird","Passeriformes","Laniidae",46,"npp",0.215810678924205,0.219257943284068,0.0232558139534884,5.03642185249387,4.75616409192159,0.561256429996527,0.291891883373828,18.4185838699341,19.0170831680298,2.48292030021548,0.975513234734535,"SP694","migratory"
"Lanius senator","bird","Passeriformes","Laniidae",6,"npp",0.558720899888425,0.630971636304479,0.333333333333333,2.43265577623345,2.06940797289724,0.600654123099687,0.327511355855788,7.0997285842896,6.2543745040893,1.6108968257904,0.724364459514616,"SP695","migratory"
"Larus californicus","bird","Charadriiformes","Laridae",28,"npp",-0.39198989306612,-0.414149037532564,0.04,4.0758388726566,3.86930824957645,0.86594513148591,0.519727969170207,15.9823206663132,16.0330829620361,2.67002040147782,2.11127585172654,"SP696","migratory"
"Larus delawarensis","bird","Charadriiformes","Laridae",33,"npp",-0.346461882199852,-0.361417371497568,0.0333333333333333,3.71011842563203,4.13933756066513,0.65290731869028,0.463345786342268,16.2600002288819,15.7552509307862,2.54139655828476,1.72421753406524,"SP697","migratory"
"Leucophaeus pipixcan","bird","Charadriiformes","Laridae",13,"npp",-0.167949715651573,-0.169556116939778,0.1,6.20254924862392,5.98889230508204,0.515021243224554,0.363712368366841,24.2176659107208,22.7978343963623,1.81270784139633,1.59553097188473,"SP698","migratory"
"Chroicocephalus ridibundus","bird","Charadriiformes","Laridae",5,"npp",-0.8,-1.09861228866811,0.5,5.90154272978396,7.8861902437431,1.03766325435723,0.295399843932893,14.8641662597657,19.5825853347778,2.50556609034538,0.790892302989963,"SP699","migratory"
"Lathrotriccus euleri","bird","Passeriformes","Tyrannidae",19,"npp",0.548569011280177,0.61633202634263,0.0625,3.42663429534917,3.12223765351159,1.25180190029842,0.253600609972646,10.5738344192505,10.542501449585,4.40556687116623,1.01747274398804,"SP700","migratory"
"Lepidocolaptes albolineatus","bird","Passeriformes","Furnariidae",6,"npp",-0.714285714285714,-0.895879734614028,0.333333333333333,1.13804819700659,1.08376786094337,0.586314852904134,0.112962115124164,3.0925006866455,3.029582977295,1.76020550727844,0.325569987297055,"SP701","resident"
"Lepidocolaptes angustirostris","bird","Passeriformes","Furnariidae",15,"npp",0.568892588760122,0.645884009457183,0.0833333333333333,2.85163625817427,2.87869872927755,0.357758462226713,0.202426659838251,8.9964447021484,9.8060550689698,1.32089775800705,0.760848790407183,"SP702","resident"
"Lepidocolaptes lacrymiger","bird","Passeriformes","Furnariidae",9,"npp",-0.38353514331224,-0.404197942114993,0.166666666666667,3.32401219546828,3.21313906241474,0.893072675088126,0.35543439833526,9.8875827789307,9.4930000305176,2.72311472892762,1.03949362039566,"SP703","resident"
"Lepidocolaptes souleyetii","bird","Passeriformes","Furnariidae",7,"npp",-0.221819091638251,-0.225568529373732,0.25,2.12637434654671,1.62398793987501,1.55101376491967,0.284598860825897,4.8032493591308,4.3202514648437,3.64974591135979,0.777188234031201,"SP704","resident"
"Lepidothrix coeruleocapilla","bird","Passeriformes","Pipridae",5,"npp",-0.634152970929045,-0.748332297910636,0.5,1.24783988625403,1.20453315466981,0.559312660249277,0.093132426039033,2.9405841827393,2.9384174346923,1.27593517303467,0.21933960914612,"SP705","resident"
"Lepidothrix coronata","bird","Passeriformes","Pipridae",16,"npp",-0.318901219746194,-0.330423456127009,0.0769230769230769,0.81245679473478,0.829583729532025,0.585151316242665,0.169588813453574,3.3969173431396,2.7722492218018,2.69131064414978,0.807909727096553,"SP706","resident"
"Lepidothrix serena","bird","Passeriformes","Pipridae",6,"npp",0.289589806404337,0.298118463294988,0.333333333333333,0.605743048035905,0.516529078795998,0.287840134132033,0.1119270538915,1.7875843048096,1.5009994506836,0.74154424667358,0.31419634819031,"SP707","resident"
"Lepidothrix suavissima","bird","Passeriformes","Pipridae",8,"npp",-0.0504900826965254,-0.0505330523616066,0.2,1.98585582793502,1.94098942084646,0.871598882255556,0.234086231775431,7.0075836181641,6.7142505645752,2.26859545707703,0.590387225151059,"SP708","resident"
"Leptasthenura pileata","bird","Passeriformes","Furnariidae",7,"npp",-0.508522700733914,-0.560735177576765,0.25,4.86380787161765,4.62099762847136,0.495309771284497,0.106794132134897,13.5955839157104,12.7125825881958,1.39759838581085,0.3173548579216,"SP709","resident"
"Leptocoma sericea","bird","Passeriformes","Nectariniidae",7,"npp",-0.430008310886151,-0.459906877412641,0.25,0.312985597829217,0.320078830434688,0.809447242900838,0.216443373180868,0.835908889770501,0.779354095459002,2.49750006198883,0.679699420928957,"SP710","resident"
"Leptopogon amaurocephalus","bird","Passeriformes","Tyrannidae",15,"npp",-0.0971941918142416,-0.0975019934794141,0.0833333333333333,1.84612977088908,1.78851793059033,1.15325555384957,0.229205483935144,5.3057498931885,5.810583114624,3.49091017246246,0.735495090484614,"SP711","resident"
"Leptopogon superciliaris","bird","Passeriformes","Tyrannidae",8,"npp",-0.494654256211078,-0.542203678074185,0.2,2.18951860583825,2.30764022085985,0.836930712953658,0.280608812030648,6.3132495880127,6.1324996948242,2.35408568382263,0.81766855716705,"SP712","resident"
"Leptotila rufaxilla","bird","Columbiformes","Columbidae",16,"npp",-0.348147816188571,-0.363334558554383,0.0769230769230769,2.15014596202026,1.75067210360586,0.972659109487071,0.242119503353314,7.4999179840088,6.7311668395996,3.40151178836822,0.928993821144099,"SP713","resident"
"Leptotila verreauxi","bird","Columbiformes","Columbidae",26,"npp",0.170587860526123,0.172272081172438,0.0434782608695652,4.53234862339409,4.24738032798257,1.25092409125702,0.378821028548909,19.8286671638489,17.8445825576782,3.73103886842727,1.53099972009658,"SP714","resident"
"Lesbia nuna","bird","Apodiformes","Trochilidae",10,"npp",-0.445211393193409,-0.478711865080513,0.142857142857143,2.87726376524991,2.55701616467502,0.95217079729105,0.51388330127951,10.8777499198913,9.3583335876465,2.80617070198059,1.58220967650413,"SP715","resident"
"Lesbia victoriae","bird","Apodiformes","Trochilidae",10,"npp",0.401402963251023,0.425320242661822,0.142857142857143,3.83726637247381,3.47728725522507,0.737007234392181,0.184669936778091,12.0779168605805,11.3093328475952,2.67379683256149,0.696209460496902,"SP716","resident"
"Lessonia rufa","bird","Passeriformes","Tyrannidae",5,"npp",0.242406053456973,0.247328796339942,0.5,2.18966408090793,2.03571641793178,1.13968973505071,1.07180199643962,5.66353607177731,4.5612392425537,2.3319798707962,2.13790631294251,"SP717","migratory"
"Leucosticte arctoa","bird","Passeriformes","Fringillidae",5,"npp",0.56343160790563,0.637846693535273,0.5,1.44444965644902,1.85419126269861,0.371593733082783,0.234050443324074,4.03808355331421,5.0608329772949,0.950869023799897,0.61997622251511,"SP718","migratory"
"Leucosticte atrata","bird","Passeriformes","Fringillidae",5,"npp",-0.225807779365882,-0.229767563780246,0.5,3.60895416954774,4.23429222193374,0.50779387201695,0.252003861902789,8.9859170913696,10.2315826416015,1.24519711732864,0.57230737805366,"SP719","migratory"
"Leucosticte australis","bird","Passeriformes","Fringillidae",7,"npp",-0.151581490620845,-0.152758723299486,0.25,3.38901804821952,3.88375484457341,0.397856634336601,0.224510253987538,7.98591679334641,9.49883270263671,1.10952037572861,0.584378957748411,"SP720","resident"
"Leucosticte tephrocotis","bird","Passeriformes","Fringillidae",17,"npp",0.539594893973886,0.60358391887107,0.0714285714285714,4.72872138580403,5.92441610996962,3944.79302668335,9279.97597518274,21.1252489089965,25.6640830039978,16265.2760077715,38262.7210661769,"SP721","migratory"
"Bolemoreus frenatus","bird","Passeriformes","Meliphagidae",11,"npp",0.769219911568905,1.01841437077081,0.125,1.37476016647341,2.15330980876014,1.44565188083218,0.297289273614881,4.7600841522217,7.5505828857422,4.83203238248825,0.990397721529003,"SP722","resident"
"Lichmera indistincta","bird","Passeriformes","Meliphagidae",6,"npp",0.405839724956714,0.430620482985557,0.333333333333333,5.15633243951683,5.05885448728697,0.433390706165489,0.149024362812437,12.5273342132568,13.1959991455079,0.98759424686432,0.413074672222137,"SP723","resident"
"Limnodromus griseus","bird","Charadriiformes","Scolopacidae",17,"npp",-0.377479250386973,-0.39711675858932,0.0714285714285714,5.59558093401057,6.01881777005378,0.867868944290794,0.549197320998318,24.6981749534607,23.3901669979095,2.71314063668251,1.86826482415199,"SP724","migratory"
"Limnodromus scolopaceus","bird","Charadriiformes","Scolopacidae",13,"npp",0.296289246323412,0.305446812712668,0.1,7.55280726802773,8.1759549447366,2459.41839800716,7884.27635500278,32.4478187561035,33.8293204307556,8868.17933169007,28427.5935388803,"SP725","migratory"
"Limosa fedoa","bird","Charadriiformes","Scolopacidae",9,"npp",0.14928925048103,0.15041340562063,0.166666666666667,3.03265933574363,2.2421017082292,1.07072793655172,0.473533569842466,8.9110288619995,6.1354541778565,3.32636374235153,1.53557275235653,"SP726","migratory"
"Limosa haemastica","bird","Charadriiformes","Scolopacidae",5,"npp",0.656796951538818,0.787159610036673,0.5,14.2788248932802,15.2519239316099,10820.8654020708,19974.0348861868,39.2829179763794,41.2907495498657,24196.7785560489,44663.9517767727,"SP727","migratory"
"Lipaugus vociferans","bird","Passeriformes","Cotingidae",9,"npp",-0.447469098847516,-0.481531249878588,0.166666666666667,0.695184999810052,0.523462939320455,0.262635627493258,0.236272964562335,2.0225830078125,1.4349994659424,0.68931841850281,0.87350326776504,"SP728","resident"
"Lochmias nematura","bird","Passeriformes","Furnariidae",9,"npp",0.604641810207722,0.700431837924593,0.166666666666667,1.45724527173347,1.57600147070852,0.795858043616053,0.252776023283468,4.4660835266114,5.1688327789307,2.06411325931549,0.875247538089757,"SP729","resident"
"Lonchura cucullata","bird","Passeriformes","Estrildidae",6,"npp",0.17808547144127,0.18000475409343,0.333333333333333,0.760444004109563,1.38168896558378,1.00002335442164,0.148949868640652,1.8559150695801,3.7206726074218,2.361283659935,0.426608085632326,"SP730","resident"
"Lonchura punctulata","bird","Passeriformes","Estrildidae",8,"npp",0.46972004350954,0.509711064081428,0.2,5.91591904377719,5.83145457811565,0.545096658615171,0.266108291560829,18.6378669738769,18.6861371994019,1.78944373130798,0.798461079597473,"SP731","resident"
"Lonchura striata","bird","Passeriformes","Estrildidae",5,"npp",-0.350289047205004,-0.3657731907881,0.5,3.40338716305268,4.73525097745712,1.71313200600888,0.407128061780077,7.6277503967285,9.8530845642089,3.79164648056031,0.792141735553746,"SP732","resident"
"Lophodytes cucullatus","bird","Anseriformes","Anatidae",20,"npp",0.155244678265783,0.156510208913027,0.0588235294117647,3.60314566410075,4.74019665860868,0.700551721146726,0.68660879652301,17.3050010204315,20.467583656311,2.39252181351185,2.18410389125348,"SP733","migratory"
"Lophorina superba","bird","Passeriformes","Corvidae",6,"npp",0.558444221278817,0.63056947868986,0.333333333333333,3.60153192979006,3.00640861636681,0.368736937685169,0.150984464615848,9.5874214172363,7.9018840789795,0.85685181617737,0.376196444034576,"SP734","resident"
"Lophotis ruficrista","bird","Gruiformes","Otididae",6,"npp",0.771428571428571,1.02384642168263,0.333333333333333,3.27927769175906,2.10405791957513,0.259532246563301,0.2437314281529,7.5969982147217,5.6885814666748,0.771650917828083,0.681834042072296,"SP735","resident"
"Lophotriccus galeatus","bird","Passeriformes","Tyrannidae",12,"npp",-0.110438694465336,-0.110891005196239,0.111111111111111,1.50729918553519,1.4821494113717,0.466483196932352,0.20351692644761,4.7894992828369,4.8468341827393,1.60102796554566,0.65353840589523,"SP736","resident"
"Lophotriccus pileatus","bird","Passeriformes","Tyrannidae",5,"npp",-0.374967376026916,-0.394190718281133,0.5,0.963126967822024,1.04502429065672,0.874579354650794,0.308714830985348,2.2782497406006,2.8529148101807,2.04092812538146,0.6036343574524,"SP737","resident"
"Loxia curvirostra","bird","Passeriformes","Fringillidae",123,"npp",-0.332503925175531,-0.345640795957026,0.00833333333333333,3.82534308570048,3.86504574726956,0.712700434117405,0.586967835369258,19.681250333786,20.1229991912842,3.79650174081325,2.27983111143113,"SP738","migratory"
"Loxia leucoptera","bird","Passeriformes","Fringillidae",29,"npp",0.153460144620705,0.154682121153481,0.0384615384615385,4.57259553580037,4.49760481987099,2034.00015015654,7025.37829995734,15.2437505722045,14.982584476471,7888.66644537449,27243.8014638424,"SP739","migratory"
"Loxigilla noctis","bird","Passeriformes","Thraupidae",10,"npp",0.567811304393375,0.644286781910192,0.142857142857143,0.889281583131745,1.07101356964326,0.729393684737213,0.167738243112832,2.822847366333,3.3844032287598,2.53261971473694,0.524278581142426,"SP740","resident"
